cliques,network_int,connections,conversations,prototypes,dimensions,adaptiveness,degrade,copy_player,starting_distance_network,network_distance,clique_1_distance,clique_2_distance,clique_3_distance,clique_4_distance,clique_5_distance
5.0,104.0,6.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.3944963558675467,0.7069522849944455,0.6608417293583377,0.6434052781575225,0.6095912473216502,0.6017024002496957,0.5762782795596388
5.0,105.0,8.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.3301101872438466,0.8026984855993765,0.6351439941610314,0.6123503046684726,0.6174237739213729,0.5961294223411955,0.6220676878404452
5.0,106.0,9.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.4074303580945813,0.7560027708039321,0.601516458504877,0.6489592253940195,0.6183034306122436,0.6268737822446694,0.6218807457116523
5.0,107.0,6.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.3902771316296785,0.7509298717011481,0.6220361706078895,0.6337021293600071,0.6189252359291102,0.555678335309141,0.5850431033966549
5.0,108.0,6.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.415066718592022,0.7262217336372889,0.6276980849127054,0.6113765688891398,0.5933177057604941,0.6221080365202413,0.6218534607983603
5.0,109.0,10.0,1000.0,5.0,7.0,5.0,0.01,4.0,2.3934094052030352,0.7801539139348124,0.6682776736163201,0.5878114419918219,0.5931978302929706,0.5832900858929532,0.6226713512231299
5.0,110.0,10.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.4270650866850305,0.7576983975173097,0.6037245256096148,0.6229411427985216,0.5606638094709573,0.5988632974749605,0.5779760125283676
5.0,111.0,8.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.411537828002991,0.8032318082379154,0.6350255151946131,0.6169512325593524,0.5993971034242211,0.6333478700374562,0.6206826679345536
5.0,112.0,9.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.377083917878187,0.7888721362277513,0.6074650173171787,0.6248696750244709,0.5801048332789204,0.6447029263798718,0.6483544451417268
5.0,113.0,9.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.389455785812833,0.7606311521241997,0.6598953105198445,0.6326001556257584,0.6335199000399814,0.6289403425840544,0.5677302203579498
5.0,114.0,10.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.4283730290390695,0.7751117031476901,0.6356376156435893,0.595887702007977,0.6171192918744998,0.6140028128099493,0.6314110986669826
